Age,Height,family_history_with_overweight,FAVC,SMOKE,SCC,CAEC,CALC,FCVC,NCP,CH2O,FAF,TUE,MTRANS_Automobile,MTRANS_Bike,MTRANS_Motorbike,MTRANS_Public_Transportation,MTRANS_Walking,Gender_Male
-0.06448229635466514,-0.8910089423626136,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.22172602482972928,-0.24566643274719152,0.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.37896975330479343,0.8299044166118493,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.5362134817798575,1.582804011163178,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.06448229635466514,-1.1061231122344217,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.22172602482972928,-0.8910089423626136,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.6934572102549217,1.797918181034986,0.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1.8224424453461046,-0.783451857426712,1.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.6934572102549217,-1.1061231122344217,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.6934572102549217,-0.6758947724908079,0.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.5362134817798575,-0.8910089423626136,1.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.3224321241551782,-1.4287943670421341,0.0,1.0,0.0,0.0,3.0,1.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.22172602482972928,-0.783451857426712,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.5362134817798575,1.0450185864836574,1.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.1651883956801141,-0.8910089423626136,1.0,1.0,0.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
0.092761432120399,-1.4287943670421341,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.6934572102549217,1.3676898412913698,1.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.40724888907052725,2.4432606906504084,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.3224321241551782,-1.1061231122344217,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.2500051605954631,1.582804011163178,1.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.22172602482972928,-0.24566643274719152,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.2500051605954631,-1.213680197170326,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.5362134817798575,-0.13810934781128745,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.338342100947131,-0.13810934781128745,1.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.8507009387299859,-1.8590227067857503,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.22172602482972928,0.507233161804137,1.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.5362134817798575,0.507233161804137,1.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.22172602482972928,-0.783451857426712,1.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.40724888907052725,1.3676898412913698,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.6934572102549217,-1.7514656218498463,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.37896975330479343,0.1845619069964248,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.00794466720505,0.8299044166118493,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.092761432120399,-0.9985660272985177,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.1651883956801141,-1.5363514519780381,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
0.092761432120399,-1.5363514519780381,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.6934572102549217,-0.8910089423626136,0.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.6369195811053066,0.07700482206052073,1.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0.7217363460206555,0.7223473316759452,0.0,1.0,0.0,0.0,2.0,0.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.3507112599209121,0.507233161804137,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.3224321241551782,-1.6439085369139423,0.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4.810073286372323,0.8299044166118493,1.0,0.0,0.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.5362134817798575,-0.8910089423626136,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.00794466720505,0.507233161804137,1.0,1.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.2500051605954631,2.2281465207786,1.0,1.0,1.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
0.8789800744957197,-0.5683376875549038,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.8507009387299859,-2.1816939615934627,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.00794466720505,-1.1061231122344217,1.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.22172602482972928,-0.4607806026189997,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.6934572102549217,-0.8910089423626136,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.40724888907052725,-0.6758947724908079,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.8507009387299859,-0.9985660272985177,1.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.5362134817798575,-0.6758947724908079,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.5362134817798575,1.0450185864836574,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.00794466720505,0.399676076868233,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.5362134817798575,-0.8910089423626136,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.5362134817798575,-0.4607806026189997,1.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.06448229635466514,-0.03055226287538336,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.6934572102549217,1.0450185864836574,1.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.8507009387299859,-0.9985660272985177,1.0,1.0,0.0,0.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.22172602482972928,-0.5683376875549038,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.5362134817798575,-2.1816939615934627,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.5362134817798575,-0.8910089423626136,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.6934572102549217,0.7223473316759452,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0.092761432120399,-1.4287943670421341,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.1369299022962327,-0.03055226287538336,0.0,1.0,0.0,0.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.00794466720505,0.507233161804137,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.5362134817798575,-0.3532235176830956,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.8507009387299859,0.07700482206052073,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0362238029707838,-1.32123728210623,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.40724888907052725,1.0450185864836574,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.37896975330479343,0.507233161804137,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.22172602482972928,-0.5683376875549038,1.0,1.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.22172602482972928,1.0450185864836574,1.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2.1369299022962327,0.507233161804137,1.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.5362134817798575,0.1845619069964248,1.0,1.0,0.0,0.0,3.0,0.0,3.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
1.8224424453461046,-1.32123728210623,1.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.5362134817798575,-0.5683376875549038,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.40724888907052725,-0.03055226287538336,0.0,1.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.1651883956801141,-0.03055226287538336,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.5362134817798575,-1.6439085369139423,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.22172602482972928,1.0450185864836574,1.0,1.0,0.0,0.0,3.0,2.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.5362134817798575,-1.6439085369139423,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.8789800744957197,0.6147902467400411,1.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2.6086610877214254,0.507233161804137,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.37896975330479343,-0.3532235176830956,1.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.8507009387299859,0.6147902467400411,1.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.1651883956801141,-1.8590227067857503,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.00794466720505,-0.03055226287538336,1.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.2500051605954631,0.507233161804137,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.6934572102549217,0.8299044166118493,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.22172602482972928,0.1845619069964248,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.22172602482972928,1.797918181034986,1.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
0.092761432120399,2.013032350906792,0.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.8507009387299859,1.9054752659708878,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.37896975330479343,0.399676076868233,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.00794466720505,-1.1061231122344217,0.0,1.0,0.0,0.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.3507112599209121,1.582804011163178,0.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2.6086610877214254,1.0450185864836574,0.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.5079549883959762,0.8299044166118493,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.8507009387299859,0.399676076868233,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0.8789800744957197,2.335703605714504,1.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.5362134817798575,-1.1061231122344217,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.22172602482972928,0.7223473316759452,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.22172602482972928,-1.1061231122344217,0.0,1.0,0.0,0.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.37896975330479343,-0.5683376875549038,1.0,1.0,0.0,0.0,2.0,1.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.37896975330479343,-0.9985660272985177,1.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.1651883956801141,-1.1061231122344217,0.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.00794466720505,-1.7514656218498463,0.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.00794466720505,1.0450185864836574,1.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.6934572102549217,1.1525756714195616,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.5362134817798575,-0.783451857426712,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.1651883956801141,-0.3532235176830956,0.0,0.0,0.0,0.0,3.0,0.0,2.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.8507009387299859,0.507233161804137,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.00794466720505,1.797918181034986,1.0,1.0,0.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.22172602482972928,0.1845619069964248,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0.2500051605954631,-0.03055226287538336,1.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0362238029707838,-0.8910089423626136,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.00794466720505,0.1845619069964248,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.8507009387299859,0.507233161804137,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.2500051605954631,0.399676076868233,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.06448229635466514,1.4752469262272738,1.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.6934572102549217,-0.5683376875549038,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.37896975330479343,-0.24566643274719152,0.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.6934572102549217,1.0450185864836574,0.0,1.0,0.0,0.0,3.0,1.0,3.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.2500051605954631,-0.03055226287538336,0.0,1.0,0.0,0.0,3.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.8507009387299859,1.0450185864836574,1.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1.5079549883959762,1.4752469262272738,0.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.6934572102549217,0.1845619069964248,1.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.22172602482972928,-0.5683376875549038,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2.1369299022962327,-1.6439085369139423,1.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.00794466720505,0.399676076868233,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.00794466720505,1.0450185864836574,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.22172602482972928,0.07700482206052073,1.0,1.0,0.0,0.0,3.0,0.0,2.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
4.181098372472067,-1.213680197170326,1.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.8507009387299859,-1.1061231122344217,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5362134817798575,0.507233161804137,0.0,1.0,1.0,0.0,2.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.00794466720505,0.7223473316759452,1.0,1.0,0.0,0.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2.6086610877214254,-1.7514656218498463,1.0,1.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.3507112599209121,1.582804011163178,1.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.8507009387299859,-0.13810934781128745,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.8507009387299859,-2.0741368766575587,1.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
0.2500051605954631,-1.5363514519780381,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
